#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:sequences" spec="beast.base.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="7" id="bPopSizes.t:sequences" lower="0.0" name="popSizes" spec="beast.base.inference.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="7" id="bGroupSizes.t:sequences" spec="beast.base.inference.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:sequences" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:sequences" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.sequences" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:sequences" jeffreys="true" parameter="@bPopSizes.t:sequences" spec="beast.base.inference.distribution.MarkovChainDistribution"/>
#        <prior id="FrequenciesPrior.s:sequences" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.13" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="GammaShapePrior.s:sequences" name="distribution">
#            <parameter id="gammaShape.s:sequences" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="RateACPrior.s:sequences" name="distribution">
#            <parameter id="rateAC.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:sequences" name="distribution">
#            <parameter id="rateAG.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.base.inference.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:sequences" name="distribution">
#            <parameter id="rateAT.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:sequences" name="distribution">
#            <parameter id="rateCG.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:sequences" name="distribution">
#            <parameter id="rateGT.s:sequences" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@sequences" id="treeLikelihood.sequences" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sequences">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:sequences" shape="@gammaShape.s:sequences" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sequences" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sequences" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:sequences" rateAC="@rateAC.s:sequences" rateAG="@rateAG.s:sequences" rateAT="@rateAT.s:sequences" rateCG="@rateCG.s:sequences" rateGT="@rateGT.s:sequences" spec="beast.base.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:sequences" lower="0.0" name="rateCT" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                    <frequencies frequencies="@freqParameter.s:sequences" id="estimatedFreqs.s:sequences" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:sequences" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:sequences" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.69E-8</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bPopSizes.6	bPopSizes.7	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	bGroupSizes.6	bGroupSizes.7	gammaShape
0	-106624.4768677086	-105844.98835547356	-779.4885122350412	-105844.98835547356	1.3526691156159116	9.94332360310051	1.0	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	-719.0993150019528	380.0	380.0	380.0	380.0	380.0	380.0	380.0	18	18	17	17	17	17	17	1.0
8000	-56050.94822867005	-55296.07040085788	-754.8778278121653	-55296.07040085788	19605.092047639177	39623.03290944595	1.0612546042150732	2.561842790462822	0.8402132987195576	0.4451950425050815	0.12597506260927327	0.21577141000324696	0.37533155954871256	0.1883363009027285	0.22056072954531203	-682.1146042750433	122.59015589226233	373.84493213359934	212.41841505695106	233.02591162138927	68.07236784187957	51.82746938489531	1101.3437975405166	8	16	9	13	36	38	1	0.9955520276510746
16000	-43575.82555374964	-42623.23981597187	-952.5857377777664	-42623.23981597187	10720.693922957755	27867.943801510297	0.7897104875735474	4.627337693452316	0.3813561988229887	0.6983369742185598	0.1687759200695371	0.34868448575247046	0.3023189697858823	0.11366204369353793	0.23533450076810933	-876.0181144545724	2623.33073945792	3181.5121203313824	825.8672169899537	2749.517908814901	444.16057025529943	222.48910806501462	2133.7421614873697	7	8	14	4	31	54	3	0.5120356651520327
24000	-34777.73648811958	-33413.414159562155	-1364.322328557431	-33413.414159562155	80528.9050279393	616272.4507865537	0.8421861252003094	4.601322762309711	0.20684907859830456	0.24889277574350446	0.032661025055122764	0.2779962028095213	0.3418814685075322	0.11335498694413114	0.26676734173881544	-1273.087183206474	15428.579092751424	45706.90659425038	12389.931484745073	4244.064855654413	5291.168796585277	7022.071697847917	82062.16538376235	18	3	18	1	14	48	19	0.31246570965890885
32000	-32068.075057138896	-30380.754468498813	-1687.3205886400824	-30380.754468498813	128893.45911184233	1806071.2741195476	0.23063846326770024	4.601322762309711	0.20684907859830456	0.12285392406404629	0.032661025055122764	0.284525595477204	0.3418814685075322	0.11335498694413114	0.26023794907113273	-1588.7363787219388	77806.20358055292	291448.14294337475	228752.7033482422	68200.93117548316	106039.00540276378	67031.14641370678	285170.2687795326	1	18	7	3	8	46	38	0.16272623062258967
40000	-30839.793757246694	-28997.658274102178	-1842.135483144516	-28997.658274102178	146331.28422270983	3576566.082898699	0.14525369355902035	4.601322762309711	0.20684907859830456	0.045495279617324934	0.04057362865589439	0.284525595477204	0.33031253823513856	0.12492391721652478	0.26023794907113273	-1732.107091987579	862803.8333498279	3617544.8936117985	1494518.6464983278	1005292.7936014594	1408966.5032033788	591089.2190720546	197148.33481689068	5	10	14	18	8	41	25	0.16272623062258967
48000	-30355.614871336893	-28509.5319232828	-1846.082948054094	-28509.5319232828	149019.02447602933	3368564.7653007205	0.088202378986409	4.601322762309711	0.20684907859830456	0.045495279617324934	0.02140821884914472	0.3021582903319062	0.3126798433804364	0.12492391721652478	0.26023794907113273	-1739.0481094424765	644527.7237307962	2198008.7887854497	1460674.9417591589	1385193.146127439	737191.2100066417	633508.0811069678	311703.123199381	4	20	11	7	19	4	56	0.16272623062258967
56000	-30203.84623763555	-28356.611607252988	-1847.2346303825625	-28356.611607252988	163308.8775956371	3487650.3513034773	0.032445218986285204	2.3121683078495345	0.08959693982353871	0.03528467935099916	0.02128409385386911	0.3082989906201348	0.31453454764680333	0.12238144688323797	0.25478501484982385	-1743.7790132939954	2149395.2907963353	1267770.1929169553	481363.9011034235	1373706.1860919297	911873.2226501732	314005.7703716329	314550.7362308745	2	17	2	7	36	8	49	0.13734248694791076
64000	-30206.230489889986	-28361.658371626814	-1844.5721182631714	-28361.658371626814	154286.34964108333	3438520.4432532997	0.034555860002219586	2.4547365509412837	0.05002744824721797	0.033331275966092894	0.027903990224635154	0.3077055909879517	0.3133679493469087	0.12397144072124042	0.2549550189438992	-1741.6759394190876	1834030.8742637592	763215.2574849977	1103016.1119571528	1366366.4624254822	470330.6456248327	621358.7276233077	463931.23254937725	17	10	9	22	15	6	42	0.1332504589800425
72000	-30190.220867996046	-28353.59259371487	-1836.6282742811745	-28353.59259371487	139536.77495088807	3158259.123366707	0.03421352973618712	2.3146223511732744	0.04603594839106115	0.07004238220623381	0.036916061430007106	0.3085738958685507	0.32263750146895004	0.12704225934404526	0.24174634331845385	-1731.9654357993813	1274905.1783787655	757879.9401244787	1037373.4838526694	1782441.0206758108	1264066.0942480594	1002049.1991323131	352597.5056034724	12	13	11	1	22	4	58	0.12555580394084134
80000	-30193.469249115707	-28359.100974618388	-1834.368274497321	-28359.100974618388	141701.35550809893	3164998.4809492985	0.03421352973618712	2.3146223511732744	0.04603594839106115	0.046311225061847865	0.036916061430007106	0.3085738958685507	0.32263750146895004	0.12704225934404526	0.24174634331845385	-1726.0042073587194	5974017.380063588	642498.6598259232	1784456.3159483492	2519968.6643985217	722413.9801203873	1045955.5593898738	318207.1537705149	1	36	2	2	19	16	45	0.12555580394084134
88000	-30180.965666593424	-28346.98450288357	-1833.9811637098528	-28346.98450288357	152447.3198172929	3327326.9411929306	0.03319532331115268	2.4148235132808193	0.051051133510367636	0.04659162137548719	0.041463870836671475	0.31214225957787134	0.31022431915632404	0.1345809386042183	0.2430524826615863	-1729.0520813111586	892486.4239206605	489471.21917431825	1174998.6946763305	2017978.6093140587	672981.9833252275	1397061.3976915283	288075.3668438874	16	27	11	2	19	5	41	0.11430641016166924
96000	-30182.83491966948	-28346.454448690856	-1836.380470978624	-28346.454448690856	133615.552151274	3370256.3804520285	0.03145242903127547	1.9497582975374605	0.021049201179781478	0.04295539290138912	0.04294348677778577	0.31512529424872854	0.31256852583689754	0.13061441187467568	0.24169176803969816	-1733.6331636508748	3068162.689542085	535510.0532944807	652656.7191764963	558300.4927642768	1270635.3620339783	770300.9899867052	267187.2263000122	14	23	2	6	18	16	42	0.12121151811517075
104000	-30186.588552168658	-28348.86698837618	-1837.7215637924771	-28348.86698837618	138145.2565532878	3421922.4006995275	0.03365880477289985	2.052424352703358	0.0210113921448911	0.045132754898198534	0.019016442476796076	0.30420592214936826	0.3190061164604262	0.1322150984319276	0.24457286295827813	-1736.2052320335442	1893274.3137856952	588068.3246748166	745490.3872702249	1312281.6280052229	1155769.8642048014	593031.0120981552	245728.8871679426	9	27	11	9	2	34	29	0.10145075169931578
